,source,target,source_gptzero,source_detectgpt,target_gptzero,target_detectgpt
388,"I went in to get my suit that I bought last year tailored because I had lost some weight and I couldn't have had a better experience. When I walked in I was immediately created by Bill who was warm and friendly. Anna came out to perform the measurements and mark up the suit. She checked everything, even changes I hadn't thought to have made to make sure the suit fits me perfectly when they are done. Best of all, when I asked if they could ship the suits to me at my house since I no longer live in Pittsburgh, they asked when I was leaving town and promised they would get it done for me before I left  the next day. Better yet, they had the suit ready for me early, avoiding the rush for me to pick it up before I left. Everyone was extremely helpful and diligent and I will continue to only get changes done at this store."," I recently needed some alterations done on my suit and I couldn't be happier with the service I received. The staff at the store were all friendly and attentive from the moment I walked in. Anna, the tailor, took great care to ensure the fit of the suit was perfect, going above and beyond to make sure everything was tailored to my liking. When I asked if they could ship the suit to me since I wouldn't be in town, they were more than happy to accommodate, even ensuring that the suit was ready early for me to pick up.",0,1,0,1
389,It's not that delish., It's not very tasty.,0,0,0,1
390,Great on line service!!!  2nd time placing an order on line and they made it easy as far as getting the correct sizes in a timely manner., Their on-line service is amazing! I ordered twice and both times the process was smooth and quick. They really helped me get the right sizes promptly.,1,1,1,1
391,"This store has such bad service. The service staff are rude rude rude.  Save your money, shop elsewhere.", The service from this store's staff leaves much to be desired. The employees are consistently impolite and unhelpful. It's best to take your business elsewhere.,1,1,0,1
392,"I love bed bath & beyond! \n\nThe employees at this particular one are always available and helpful!  \n\nThe selection, plus the 20% off coupons keep me coming back, and its also where I get all of the things for my soda stream. \n\nOverall I will be back many, many times"," I am thrilled with bed bath & beyond! The customer service at this store is exceptional, with helpful staff who are always on hand to assist. The generous discounts and vast array of products, including the essential items for my soda stream, ensure that I will continue returning to this store repeatedly.",1,1,1,1
393,"We just completed our wedding registry at the Homestead location. The customer service was outstanding! One of the employees, Chris, walked around with us to help us pick out exactly what we needed. The wedding registry coordinator, Christina, was also very helpful and accommodating. They treated us as if we were royalty. I would recommend this wedding registry without a doubt!"," Our wedding registry at the Homestead store was a complete success. The customer service we received was exceptional! Chris, one of the employees, joined us during our shopping trip to assist us in selecting the items we needed. The wedding registry coordinator, Christina, also provided us with a great deal of assistance and was very accommodating. Their treatment made us feel like kings and queens. This wedding registry is without a doubt an excellent choice!",0,1,0,1
394,"Much like every other Eat 'n Park (3 or 4 stars worth of chain-diner food), except the last five times I've been here, the service has been damn, damn, daaaaaaaamn slow.  It's always fun to see the staff smoking out back while I've waited an hour for some scrambled eggs."," The food at this Eat 'n Park is average like any other chain diner, but the problem lies in the incredibly slow service that I have encountered during my last five visits. It's frustrating to watch the staff taking smoke breaks while I wait for my order.",0,1,0,1
395,"If you must eat at Eat N Park, this is the one you want to go to. Why you ask? The corporate offices are right next door and the suits are there every day, breakfast lunch and dinner. \n\nWhen I spend a few hours with dear old mom, she enjoyed spending a day at the Waterfront, she loved the since closed 39 center store, where she could buy her monthly greeting cards for 39 cents each. Then we drive over to this eat n park where she has her breakfast smile and I enjoy an egg beater sandwich and fresh fruit.\n\nThis place is spotless, the salad bar always looks fresh and the food is good, for a chain."," Looking for a great Eat N Park experience? Head to this location! It's conveniently situated next to the corporate offices, so you're guaranteed to bump into the higher-ups everyday. I recommend trying their tasty egg beater sandwich and fresh fruit.",0,1,1,1
396,Great location!  I love that you can substitute burger with a veggi patti and that they have gluten free bread.  Love love love the smiley cookies :), The location is fantastic! I adore the fact that veggie patti can be used as a substitute for burger and that gluten-free bread is available. The smiley cookies are simply delightful :),1,1,1,1
397,"The food is usually pretty good, however the service is almost ALWAYS very VERY slow. Most of the staff are pretty friendly and sweet but there are a few sour ones in the bunch that make the experience not as nice as it could be. Although they still technically do their job, you can FEEL very negative vibes from them and see how inefficient they are with the way they do things. It's a hit and miss. Unless you know one of the servers and their schedules. The low rating is mainly for the slow service and the handful of staff members who aren't very pleasant."," While the food is usually great, their service tends to move at a snail's pace. Some of the servers are lovely, but a few others can really spoil the experience. Although they manage to do their job, their attitude and ineffective work methods can make you feel frustrated. It's inconsistent and the only way to avoid disappointment is knowing a reliable server's timetable. The low rating is primarily due to the sluggish service and the handful of unappealing staff members.",0,1,0,1
398,They make a nice breakfast for less than the tip form dinner the night before.  That's not bad!," It's amazing how affordable their breakfast is, especially when you compare it with just the tip you left from dinner last night. ",0,1,0,1
399,"Eat n Park is usually decent.  This location though has HORRIBLY SLOW service.  Seriously, we never wait less than 10 minutes for a server to acknowledge us, and we live near the Waterfront, so we've given this location the benefit of the doubt numerous times.  Each time hoping that the last was just a fluke, new staff, or something.  It's not.  Doesn't matter what time we go.  It seems we are not acknowledged for several minutes, and then the service is mediocre at best.  Occasionally, we've had a stellar service, but it's few and far between.  Today, after waiting 15 minutes, then getting up to find a server in another section, we were informed that we were sitting in a \""closed\"" section.  That server offered to serve us, but honestly, we left.  I told the hostess who seated us about the mixup, and got a blank stare.  I've never had this issue at any other EnP.  We left, drove to the Squirrel Hill location, and our orders were taken in the amount of time we wasted at the Waterfront.  Mgmt- you have a beautiful, prime location.  Get your hosts and servers on the same page!"," Eat n Park is a decent restaurant but the service at this particular location leaves a lot to be desired. We have experienced delays of over 10 minutes just to get a server to acknowledge us, despite giving them the benefit of doubt multiple times. Service is mediocre at best and we've encountered several mix-ups. We even had to leave and go to another location to have our orders taken. Management should get the staff on the same page.",1,1,0,1
400,Very good cheap food. Pittsburgh classic.Great desserts! The oreo pie is amazing! The servers are always very friendly. The salad bar could be a little more clean.," Pittsburgh classic with delicious and affordable food. Their amazing desserts can't be missed, especially the oreo pie. The friendly servers are always there to assist you. The only downside is that the salad bar could be a little cleaner.",1,1,0,1
401,"God i hate eat n park. Only reason i have gone is for the salad bar because u cant find a decent salad bar in this city. Just about every entree iv had here is nothing more than rubbish, except maybe the cheesteak. Only go if u have little kids"," I can't stand Eat n Park. The only reason I've ever gone there is for the salad bar. It's tough to find a good salad bar around here. Almost every dish I've had there has been terrible, except for the cheesesteak. I wouldn't recommend it unless you have young children with you.",1,1,1,1
402,"If you're looking for a wallet, a new cheap purse or something of that nature--this is the place to go.\n\nOtherwise, this kind of shopping just isn't for me!\nI don't have the patience for clothes shopping here though.\nThe racks drive me nuts bc they're in no particular order.\n\nIts \""Shirts/Sizes\"", \""Pants/Sizes\"", \""Jeans/Sizes\"", \""Coats/Sizes\""\nI can't look through a gazillion racks of shirts looking for something I like (aimlessly) in a M or L... I just cant do it!  lol\nWish I could, I'd probably find some deals.\n\nPROS:\nSome good deals\n\nCONS:\nYou've gotta \""dig deep\"" to find 'em"," This is the perfect destination for those in search of a wallet, a new purse or any similar item.  However, personally, clothes shopping here doesn't appeal to me. The haphazard arrangement of the racks makes it tedious for me to search through them to find something in my size. If only I had more patience, I would probably make great bargains here.\n\n On the plus side, there are some good deals once you are willing to ""dig deep"" and look through everything.",0,0,0,1
403,"Went in here to grab a last minute item I needed for an outfit.  I wasn't going to hold my breath here either, I know it's a Marshalls and that doesn't always mean the best selection.  It's hit or miss no matter what you are looking for.\n\nThis day, was a hit, maybe even a home run.  I do have to admit, the Kenneth Cole shirt I got not only looked great on me, but made my wallet feel even better!"," I rushed into Marshalls to find a specific piece of clothing that I needed for an outfit. I wasn't expecting much from the store because I know their selection can be hit or miss. However, luck was on my side that day and I hit the jackpot. I found a Kenneth Cole shirt that fit me perfectly and didn't make a dent in my wallet.",0,1,0,1
404,"Since both Marshalls and TJ Maxx are owned by the same company, I make sure to stop by both locations when shopping at the Waterfront. I generally find nothing or spend only $10 or so at Marshalls, while being enticed to spend at least $50-100 at TJ Maxx. The Waterfront TJ Maxx seems to have not only the same product as this Marshalls plus a whole lot more. All that to say, I consider shopping here a waste of time since I could just drive a block or so and be at a store owned by the same company that always has what I want and need. Sorry, Marshalls, but you're just OK to me."," Considering that Marshalls and TJ Maxx belong to the same parent company, I make it a point to visit both stores whenever I go to the Waterfront. I usually find nothing of interest or spend only around $10 at the former, while ending up spending at least $50-100 at the latter. I have noticed that the Waterfront TJ Maxx offers not only the same items as Marshalls, but also a wider range of products. As such, I do not see the point in shopping at Marshalls since I can easily drive a few blocks to reach TJ Maxx instead. Sorry, Marshalls, but you do not impress me much.",0,1,0,1
405,"A very nice meal in a very nice restaurant\n\nPROS:\nVery good food\ninteresting choices--not your typical red lobster crap\nGreat service\nVery clean (restrooms, included)\n\nCONS:\nn/a", A truly delightful dining experience at an exquisite restaurant. ,0,0,1,1
406,"Got lunch from here today. \n\nWhat I sampled: \nMaine Lobster Bisque (delicious and the whole reason for getting lunch from here)\nCheeseburger (decent version I only ate about half, but I expect the other half won't last long)\n\nOverall I enjoy going here, though it is a bit overpriced, but sometimes I am just in the mood for that lobster bisque!"," Tried out this place for lunch today. \n\nWhat I went for: \nMaine Lobster Bisque (absolutely worth it and the sole reason I came here)\nCheeseburger (decent but could only manage half; the rest won't go to waste)\n\nGenerally, I like coming here although it is slightly pricey. But my cravings for that lobster bisque always bring me back!",1,1,0,1
407,"Service was slow, but that was because one of our party insisted that the bartender, her favorite server, serve us in our private room for a party of 8.  The food and drinks were good and we woud return."," Although our service was sluggish, it was due to the fact that a member of our group had requested her preferred bartender as our server in our private gathering of 8. We enjoyed both the food and beverages and would consider coming back.",0,1,0,1
408,"I am bummed about this- I had high hopes. Here's a rundown of the evening:\n\nPros:\n- super friendly waitress, Stephanie, who maintained her professionalism and friendliness throughout \n- yummy elderflower and pear beverage\n- lobster bisque was nice and lobster-y\n- hot delicious bread\n\nCons:\n- oysters were sketch. And I don't feel good about that. Stephanie brought us an order of East Coast oysters to replace the West Coast ones that we sent back.\n- fresh grated horseradish had NO flavor or heat- what's up with that?\n- scallops were meh- came with weird veggies, unevenly seared, and no real flavor. And at a whopping $25 a plate, I expect some nummers!\n\nI doubt we'll go back- for those prices, I would prefer McCormick's or Ruth's Chris.", I'm pretty disappointed with how things turned out - I really thought it would be great. Here's a summary of the evening:,0,0,0,1
409,Service an atmosphere was great. I had the shrimp boil and it was very under-seasoned. Much closer to bland than anything.," While the service and ambiance of the restaurant were both excellent, the shrimp boil I ordered was severely lacking in seasoning. In fact, it barely had any flavor at all.",1,1,0,1
410,"I'm not a mean reviewer, if you look at the other places I've reviewed, but this was just so so so disappointing. The Shanghai style Merlin was very poorly done. The meat was extremely bland, with very little seasoning. I have a very low sodium tolerance and yet I still found this fish to be made too bland. The rice was entirely uncooked and it made crunching sounds as I took my first bite. I talked to the waitress and she offered to bring out another side. It wasn't the same. The whole dish was a fail and I don't think I am ever coming back again :("," I'm known for being fair in my reviews, but unfortunately, this dish left a lot to be desired. The Shanghai style Merlin was disappointing, with underseasoned meat that lacked flavor. Even as someone who typically avoids sodium, I found it to be too bland. The rice was also poorly prepared, remaining uncooked and producing crunching sounds. I spoke with the waitress, who kindly offered to bring another side dish, but it didn't improve my experience. Overall, I'm disappointed and won't be returning.",1,1,1,1
411,"Will I come here again?  Yes absolutely for drinks, they knocked the Ketel One extra dirty blue cheese olive martini outta the park.  The ambiance is very nice.  Of the 4 types of reviews I give (awesome, OK, bad where they get slammed and bad where I hope they improve) here I am giving the heartfelt \""bad where I hope they improve.\""  Our waitress was very friendly and did a good job.  I mentioned the gritty redskins of the mashed potato.  We went with appetizers she recommended.  Not good.  \n\nSeared ahi tuna: horrible flavors mixed with the rub, the prep, the tuna wasn't cool inside, the chips were not good, there was no soy sauce but there was wasabi.  NOT good.  With heartfelt advice, compare this against Outback's ahi tuna appetizer and it's no contest.  The chef should do so.  (He's a nice guy like me I hope.)  \n\nBBQ shrimp: go try Redstone's (Philly) buffalo shrimp appetizer.  It is chilled, very delicious.  This appetizer was recommended and was garbage.  The barbecue sauce was horrible, overwhelmed and left an unsavory aftertaste in both my and my clients' palate.  Gordon Food Service or Sysco BBQ sauce.  A real \""must-miss\"".  \n\nCod entree was OK.  The skillet beans were too firm, too mature, they need petite green beans.  Potato skin had grit in the mashed.  Why 1 star?  The price was close to Capital Grille, but far from the cuisine.  I hope they spruce it up.  The place is nice."," The drinks were great and the ambiance was very nice, but the appetizers were not up to par. The seared ahi tuna was a miss with bad flavors and the BBQ shrimp was a must-miss with a horrible barbecue sauce. The cod entree was okay, but still needs some improvement. The place has potential and I hope they work on the food.",1,1,0,1
412,"The service was mostly friendly but I was disappointed in my meal. My meal was way over cooked. The soda was flat and the carbonation needed changed and I felt like we inconvenienced our server by asking for new ones.  Overall, I thought it was mediocre and I was expecting more for the prices."," Although the service was friendly, the meal left much to be desired. The food was overcooked and the soda tasted flat due to lacking carbonation. We felt like a burden to our server when requesting replacements. In summary, the experience was average and did not meet our expectations considering the high prices.",0,1,0,1
413,"The food was really good, but the prices were pretty high and the portions were on the small side. The desserts were the high point of the meal for me. I got the \""shark fin\"" pie and it was really good. The waitress thought I wouldn't be able to finish it... but I showed her. Take that, waitress."," While the food was delicious, the prices were a bit steep, and the serving sizes were less than satisfactory. However, the desserts saved the day. I went for the ""shark fin"" pie and it was the highlight of the meal. The server underestimated me, but I proved her wrong.",0,1,0,1
414,"I have passed by this place a zillion times and never given it a second look.  I thought it might be a Red Lobster knock off.  Then I asked a friend if they had ever heard of it and they had, and liked it.\n\nI was pleasantly surprised by how nice the ambiance was inside.  Very cozy.  Much more upscale than I had thought it would be.  The service was terrific.  Lots of things to choose from on the menu.  A bit pricier than I had imagined.  Most entrees were anywhere from $17 to $30.  But this is Pittsburgh and this is seafood.\n\nThat said, they started us off with really delicious sour dough bread.  Butter was soft which I like.  Our entrees came pretty quickly.  I had a seafood assortment of blackened talapia, grilled sea scallops and salmon cooked on a plank.  The scallops were just done, I like them cooked a little more.  Everything else was pretty good.\nMy beloved had the crab cakes and really enjoyed them.\n\nWe'll probably be back, but will order something different.   We liked it."," Despite passing by countless times, I had never given this place a second thought, presuming it to be a cheap imitation of Red Lobster. However, following a recommendation from a friend, I was pleasantly surprised by the elegant and cozy ambiance inside. Although pricier than expected, the service was impeccable and the menu offered a wide selection of dishes. Our meals arrived sooner than expected, and the sourdough bread and soft butter were delectable. While the scallops were slightly undercooked, the blackened talapia, grilled sea scallops, and salmon cooked on a plank were all enjoyable. My partner relished the crab cakes, and we'll definitely return, albeit to try something new.",1,1,0,1
415,"Food was only ok. Had lobster bisque soup not to good. Had the shang Hai Seafood Sampler. The scallops were hard, over cooked. The samon was good. Shrimp had no flavor. I will say the service was the best. Our waiter was great!!"," The quality of food was average. The lobster bisque soup was disappointing. The Shang Hai Seafood Sampler had its ups and downs. The scallops were overcooked and difficult to chew. Despite that, the salmon was tasty. Unfortunately, the shrimp lacked flavor. On the bright side, service was excellent. Our waiter was superb!",1,1,1,1
416,"We had a bigger party and I think that might have flustered the waitresses just a bit. They forgot about our waters until the food came out, but were super apologetic when they did bring them. The food was ok. I ordered the crab cakes they were a bit heavy on the breading, so I would give them a rating of, \""eh\"". My friend ordered a steak, asked for medium rare, and it came out...well done. He was too hungry to complain and just ate it. We might go back again, and this time maybe take a bit more time looking over the menu."," Our party was larger than usual, which might have overwhelmed the waitresses a bit. Our waters were forgotten until the food arrived, but they were very apologetic when they finally brought them. The taste of the food was decent. I had the crab cakes, which had too much breading, so they were just okay. My friend ordered a medium-rare steak but was given a well-done one. He chose not to complain due to hunger and ate it anyway. Maybe we'll return next time and review the menu more thoroughly. ",0,1,0,1
417,Beautiful decor. Very genuine staff. Very clean washrooms. Delicious food. I tried the market trio. The blackened tilapia was nice with a little bit of spice. This is a great place for a seafood lover.," The ambiance is stunningly beautiful. The employees are incredibly friendly and authentic. The restroom is impeccably maintained. The cuisine is outstanding, particularly the market trio. The blackened tilapia has a great spicy kick. This restaurant is a must-visit for seafood aficionados.",1,1,1,1
418,"My husband and I went to Mitchell's last summer for our wedding anniversary. We both took a half day at work and we arrived in the early afternoon (after lunch but before the dinner crowd). I can't say enough about this place...we have gone here on a few occasions and I've always been please with everything. \n\nPros: Nice friendly waitress, who took some time to take our picture (since it was our anniversary), food was excellent and not extremely overpriced, restaurant and bathrooms were clean!\n\nCons: None on this visit or any previous visits"," Mitchell's restaurant is our go-to for special occasions. My husband and I made a half-day to celebrate our wedding anniversary last summer, arriving in the early afternoon. We've been to Mitchell's a few times before and have never been disappointed. \n\nWhat we liked: Our friendly waitress snapped a photo of us to mark the occasion, the food was delicious and reasonably priced, and the entire restaurant was spotlessly clean. \n\nWhat we didn't like: There were no cons to report on this visit or any prior visits.",0,1,0,0
419,"I have eaten some very good dinners here.  Although it's a chain, I would say it's several notches above the other chain restaurants.  The chef here seems to add some creativity to the menu, so I will be definitely back again soon."," The dinners I have had at this restaurant have been absolutely delicious. I am pleasantly surprised by the quality of food, considering it's part of a chain. The chef at this restaurant clearly puts effort into creating unique dishes, and I will definitely be returning.",0,1,0,1
420,"Went for dinner Friday evening with friends and sat at the outdoor patio. It is so nice and relaxing there with the river and bike trail. The sourdough bread they serve is always hot and fresh. The Chilean sea bass just melts in your mouth, it was awesome. The Cod stuffed with shrimp and lobster was also very good. I had the carrot cake for dessert, it is big enough for 3 people. It was so delicious. My friend had the creme  br\u00fbl\u00e9e, which she said was very good. I was here 3 times this summer and every meal was excellent."," Spent Friday evening dining with friends at the outdoor patio. The soothing atmosphere, the nearby river and bike trail make it an unforgettable experience. The fresh and piping hot sourdough bread does not disappoint. The Chilean sea bass they serve is absolutely delectable and melts in your mouth. While the shrimp and lobster stuffed Cod was flavorsome too. The carrot cake, big enough to be shared happily among three,is simply scrumptious. One of my friends had the creme br\u00fbl\u00e9e which was equally good. The restaurant never fails to deliver great meals every time I've visited, even thrice this summer!",0,1,1,1
421,"Top points. \nService. I was there with a large group for a meeting. They gave us a private room and two servers took care of us. They were efficient and very accommodating. Kudos. \n\nAppetizers: had the crab dip and calamari. Both were good. Servers brought extra chips with the dip as they were needed. I'm always surprised that more chips are not just added to the original dish at this point. Dip was good. Calamari was done well. Preferred the shrimp cocktail Sauce with it versus the Asian type soy sauce that is served with it. \n\nWedge salad with bleu cheese. Waaaaaay too much cheese and I like bleu cheese. \n\nI had the blackened tuna with mashed potatoes and seasonal veggies. Carrots were carrot sticks hardly cooked and dry! Green beans overdone and broccoli had seen better days. Simple green beans would have been more appetizing. \nTuna had blackening spices but needed a better sear on it. Was not over cooked. Potatoes as expected. \nOther dishes seen--fisherman's platter. Looked a little greasy, but that's expected from me in a full fried dish. Would be nice if this was offered broiled as well. Crab cakes and filet looked okay. \n\nOverall I'm always underwhelmed and overcharged here. I guess with chain places you get that, but I want more from a place that charges me 25 bucks for sub-seared tuna.", Key points. Service. I attended a gathering with a large group. They reserved a private room for us and assigned two servers to cater to our needs. Their service was impressive and accommodating. Well done.,1,1,1,1
422,"My husbands first time.  Nice to be able to pick your fish and style of cooking.  I had a trio of Jamaican jerk tilapia,  salmon,  and scallops.  All good but too much sauce on scallops.  Husband had surf n turf special. Snow crab legs tasty but smaller portion than I expected. Glad they had raw oysters,  but no idea where they were from.  For $2.50 each you'd think they'd say.  Waitstaff friendly but inexperienced when it came to wine.  We taught two of them how to open a champagne bottle.  Nice time out,  but two gripes... #1 Used my phones flashlight to see if there was an outlet on the floor.  Felt like an archaeologist finding old remains of dinners gone by.  Crumbs,  napkins wedged between booth and wall,  gum,  dirt.  For the price I would expect a cleaner place. #2 our waiter kept saying Thank you. After every single sentence,  even when it wasn't appropriate.  Silly gripe,  right?  But it was way over the top and felt more like,  Can I have a tip?  Can I have a tip?"," My first experience at this restaurant was interesting. I enjoyed choosing my fish and cooking style. I ordered the Jamaican jerk tilapia, salmon, and scallops which were all good, but the scallops had too much sauce. My husband ordered the surf n turf special, however, I was disappointed in the small portion of snow crab legs. I was happy that they served raw oysters, but I wish they would have disclosed where they were from. The waitstaff was friendly, but inexperienced with wine, and we had to teach them how to open a champagne bottle. We had a nice time, but I have two complaints. First, I had to use my phone’s flashlight to find an outlet on the floor, which revealed old crumbs, napkins, gum, and dirt. For the price, I expect a cleaner atmosphere. Second, our waiter said “thank you” after every sentence, which felt like an attempt to receive a tip.",1,1,1,1
423,"In the Homestead area of Pittsburgh. Seafood gumbo was very good.\nBroiled scallops were very good, partner had sea bass stuffed with lobster, also very good. Vegetable sides were not as good as the fish. With two glasses of wine the total was $83. In and out in an hour.\nI'd go back because the fish was that good"," The seafood gumbo in the Homestead area of Pittsburgh was absolutely delicious. The broiled scallops and sea bass stuffed with lobster were delightful too. However, the vegetable sides couldn't quite match up to the quality of the fish. We enjoyed two glasses of wine and left the restaurant within an hour, paying a total of $83. Such was the experience that I would definitely visit again.",0,1,0,1
424,"Very bad purchase experience. I bought a shirt with a hole covered in the rolled up sleeves, but they denied my request to return it. I am so angery at this and will never shop their chothes anymore."," My purchase experience was extremely unpleasant. I ended up buying a shirt with a hole on the sleeves, which were rolled up. Although I requested a return of the shirt, they turned a deaf ear to my request. This has left me feeling extremely angry and disappointed, and I have no plans to shop at their store again. ",1,1,0,1
425,"After further consideration, this store does not deserve a 4 star review. The Old Navy product has been pretty weak recently, which isn't the store's fault, but the severe lack of customer service doesn't help the situation. \n\nWhile shopping here on Friday, I was one of maybe 3-5 people in the store. I would practically walk into a sales associate but not even receive a glance or smile. No one working here seems to give an iota whether or not product is being sold. To avoid inconveniencing the associates, I will be taking my Old Navy purchases online in the future."," Upon further reflection, I have reconsidered my initial 4 star review of this store. Although I understand that the quality of Old Navy products is not the fault of the store, the complete lack of customer service only exacerbates the issue.",0,1,0,1
426,"I'm not too impressed with this particular Dick's Sporting Goods. It is in a great location in the Waterfront, but the selection seems a bit limited to me. They have what you need, but they don't have many options it seems.\n\nI went in there the other day and it looks like they also have a snowboarding section now, which they definitely did not have last season. They also have hunting, golfing and biking, in addition to the other regular deptartments. \n\nYour normal Dick's. Nothing spectacular, but it will do."," The Dick's Sporting Goods at the Waterfront may have a great location, but I find their selection to be somewhat lacking. Although they have everything you need, their options seem limited.",1,1,0,0
427,I don't see to many options in Pittsburgh for sporting goods. Dick's seems to be the big chain for sporting paraphernalia in this neck of the woods. Their selection is poor especially in the snowboarding and biking section. Maybe it's good for small children who want their first snowboard? It is a very average store with average products. I would like to see some attempt to carry more high end products. I am not into fishing or hunting live prey so I am not sure about these departments? I guess if you want some Under Armor products then this is the place to go because I see aisles upon endless aisles of these types of products.," I have noticed that Pittsburgh lacks options for sports equipment, with Dick's being the primary sporting goods chain in the area. However, their selection, particularly in snowboarding and biking, is subpar. It may be more suited to children who are just starting out in these sports. Overall, Dick's is an average store with average products. It would be great to see them carry more high-end equipment. While I cannot speak for the fishing and hunting departments, they seem to have a vast array of Under Armour products.",0,1,0,1
428,"I enter every sporting goods stores as a soccer player, runner, and sports fan, so my reviews will always be skewed towards those particular areas. With that said, this is probably the worst Dick's location that I've ever been to. The selection is very limited for soccer gear, which must be a testament to the lack of the local customer base seeking out soccer gear. It's mostly low-end youth gear, too, which makes it nearly useless to adults or even some teenage soccer players.\n\nThe staff at this location has always been really nice, though, and it's the closest location to where we live, so I still end up going there quite a bit for running and clothing needs (of course, we usually leave empty-handed as they don't have what we're looking for). \n\nThey do have quite an extensive fan gear section if you're looking to support the local Pittsburgh teams, but this store just doesn't have the overall inventory necessary to be considered a \""good\"" Dick's location."," As someone who's into sports, I tend to visit every sporting goods store with a critical eye. This Dick's store doesn't have the best selection of soccer gear because it's mostly geared towards children players. Even so, the staff is friendly and helpful, and I still drop by frequently for other sports items.",0,1,0,1
429,living alone I love the 5 for $20 deals they have on meat. I also love Faygo products when I have a party or bbq so their sales are always right on time. They don't have as many stores in the area but they are worth checking out. The lines are a lot shorter and the staff is a lot friendlier.," As someone who lives independently, I always look forward to the 5-for-$20 discounts on meat. Additionally, Faygo's range of products is perfect for any party or barbecue I host. These sales are perfectly timed and worth exploring, even if there aren't many stores in my vicinity. The shorter lines and friendly staff always make my shopping experience enjoyable.",0,1,1,1
430,This store has changed hands many times over the past few years and it shows. Fifteen years ago if you didn't get there by 9am you would have fight a crowd. Now it never seems all that busy. Many of the store's best and dedicated employees left or were let go (about five years ago) and product lines change with each new owner. The most recent owner seems to be improving the store and employee turnover has seemed to slow.," This establishment has undergone several ownership changes in recent years and it has visibly impacted its performance. In the past, missing the early morning rush meant battling through a throng of customers. Nowadays, the store appears less bustling despite the varied range of products. The business has also seen a decline in employee retention, with some of its top performers leaving or being dismissed five years ago, coinciding with a frequent turnover of ownership. The current owner is bringing positive changes to the business, and we have noted a reduction in employee turnover.",0,1,0,1
431,A group of us traveld here to go kenneywood park across the road but we decided not to after what we drove throuhg to get there so we atleast decided to get somthing to eat and man where we happey to get out alive. We where the only normal people in this place. The kids next to us who where only 14 where bragging and saying that they went to jail 2 times in their life. You had people selling their food outsdie the resturant. after seeing that we quickly left and hid in our cars with the doors locked. While we where in there my friend got hit on by 2 girls and they gave him there numbers while the other young guy across the table yeld dont do it dont do it. Must I say more? bottom line is dont go if you are normal and get the hell out of that area cause if you call a shank a happey meal toy then that is the resturant for you.," Our plan was to visit Kenneywood Park, but after witnessing the chaos around us, we decided to abandon the idea. We settled for grabbing a bite to eat at a nearby restaurant. However, the place was filled with shady characters, boasting about their time spent in jail. Vendors selling food outside the restaurant didn't make our experience any better. We left in a hurry, locking ourselves in our cars. One of my friends was hit on by two girls, but the other guy at our table advised against it. Long story short, avoid the area if you want to stay safe.",1,1,0,1
432,"By far the worst McDonald's in the world.  Employees are to busy playing grab ass behind the counter, to get your order correct.  Ninety percent of the time you receive the wrong order, after waiting what seems an eternity.  I've even enjoyed the experience of going through the drive thru, only to get home and find no beef patties on my Big Mac.  Save yourself the aggravation, and do not go here."," This is definitely the worst McDonald's I have ever been to. The employees seem more interested in goofing off than making sure they get your order right. There have been numerous occasions where I have waited and waited, only to be disappointed by a wrong order. I can even recall going through the drive-thru and getting a Big Mac with no beef patties! Don't bother coming to this location if you don't want to be frustrated.",0,1,0,0
433,"By far the absolute worst Mcdonalds in the\nWorld. You can pretty much rest assured that, after your long wait in the drive thru, your order will most definitely be wrong.  Calls to the owner go ignored. Rice Enterprises own a majority of the McDonalds in the South Hills.  They have all gone down hill in quality, service and cleanliness.  The owner has to be the problem."," This particular McDonald's is undoubtedly the worst one you'll ever come across. It's highly likely that your order will be incorrect after a long wait in the drive-thru. Despite attempts to contact the owner, there's no response. All McDonald's owned by Rice Enterprises located in the South Hills have suffered in terms of quality, service, and cleanliness. There seems to be a common factor: the owner.",1,1,0,1
434,Underated and ignored!  if you see this ol time pizzaria near Kennywood stop on by good crust nice and buttery in the sicilian style!  Better then DiSallas  the only thing I can say that is better then Latinas is Mineo's !  they say the best pizzarias are the little holes in the wall type places and this is one of those enviroments!  Small and cozy very nice and relaxing afternoon!  To just enjoy with yourself and a friend!," Don't overlook this hidden gem! Located near Kennywood, this charming old-school pizzeria will win you over with its perfectly crisp and buttery Sicilian-style crust. Move over, DiSallas, this spot gives even Latinas a run for their money - the only place that tops it is the legendary Mineo's! Whether you're looking for a cozy afternoon for two, or a solo slice and some downtime, this little hole-in-the-wall is just the spot.",1,1,0,1
